Data for Supplementary Figure S2
Drug	Migration
Cytoskeletal	-1.669742368
Cytoskeletal	 1.044451080
Cytoskeletal	-0.876780844
Cytoskeletal	-0.732267890
Cytoskeletal	 1.285415945
Cytoskeletal	 0.669029229
Cytoskeletal	 0.791628944
Cytoskeletal	-0.953493815
Cytoskeletal	 0.117541874
Cytoskeletal	 1.955814709
Cytoskeletal	 0.635348665
Cytoskeletal	-1.187447473
Cytoskeletal	 0.866236824
Cytoskeletal	-0.321611494
Cytoskeletal	-0.236297412
Cytoskeletal	 2.354973009
Cytoskeletal	 0.231337438
Cytoskeletal	 0.125846403
Cytoskeletal	 0.218985649
Cytoskeletal	-1.056953920
Cytoskeletal	-0.848871930
Cytoskeletal	 0.051930842
Cytoskeletal	 1.126600356
Cytoskeletal	-0.835160336
Cytoskeletal	-0.142894506
Cytoskeletal	-1.247755392
Cytoskeletal	-1.860882207
Cytoskeletal	-0.199228823
Cytoskeletal	-0.038630474
Cytoskeletal	-0.663016989
Cytoskeletal	 1.187447473
Cytoskeletal	-0.711933215
Cytoskeletal	 0.443646231
Cytoskeletal	-0.961090423
Cytoskeletal	 0.873255501
Cytoskeletal	-0.133147806
Cytoskeletal	-0.618651451
Cytoskeletal	-0.612827882
Cytoskeletal	 0.267468060
Cytoskeletal	 0.301351267
Cytoskeletal	 0.589735191
Cytoskeletal	 0.454314013
Cytoskeletal	 1.694181037
Cytoskeletal	-0.275055856
Cytoskeletal	-0.331790282
Cytoskeletal	-0.218961822
Cytoskeletal	-0.840489730
Cytoskeletal	 0.785063593
Cytoskeletal	 1.337361501
Cytoskeletal	-0.607024805
Cytoskeletal	 0.942199885
Cytoskeletal	-0.194307839
Cytoskeletal	-0.228859569
Cytoskeletal	 2.485900815
Cytotoxic	 0.625966230
Cytotoxic	-0.873255501
Cytotoxic	 0.804862093
Cytotoxic	 0.093065060
Cytotoxic	-1.746345357
Cytotoxic	-0.026555004
Cytotoxic	-1.655582252
Cytotoxic	-0.759129280
Cytotoxic	-0.007241494
Cytotoxic	 0.089428790
Cytotoxic	 1.044451080
Cytotoxic	 0.522222933
Cytotoxic	-0.448975383
Cytotoxic	 0.467721224
Cytotoxic	-1.895579760
Cytotoxic	 0.076108163
Cytotoxic	 0.157540075
Cytotoxic	 0.319071980
Cytotoxic	-0.291358717
Cytotoxic	-0.824714534
Cytotoxic	 1.207068693
Cytotoxic	 2.680820071
Cytotoxic	 2.394241143
Cytotoxic	-0.277778135
Cytotoxic	-2.374607076
Cytotoxic	-1.377926666
Cytotoxic	-1.285112040
Cytotoxic	-1.513587791
Cytotoxic	-0.972589368
Cytotoxic	 0.470412601
Cytotoxic	-1.422491396
Cytotoxic	-0.175976272
Cytotoxic	-0.253703553
Cytotoxic	-0.014483365
Cytotoxic	-0.666020132
Cytotoxic	 0.238779549
Cytotoxic	 0.778531553
Cytotoxic	-1.841274615
Cytotoxic	-0.645120410
Cytotoxic	 0.397565143
Cytotoxic	 0.409345747
Cytotoxic	 0.508459282
Cytotoxic	-0.698608525
Cytotoxic	-3.119573773
Cytotoxic	 0.185707372
Cytotoxic	-0.828362517
Cytotoxic	-1.704251085
Cytotoxic	-1.491464678
Cytotoxic	-2.336986272
Cytotoxic	-0.555665763
Cytotoxic	-0.743174258
Cytotoxic	-1.154158502
Cytotoxic	-0.811531186
Cytotoxic	-0.253703553
Cytotoxic	 0.021727553
Cytotoxic	-0.174669157
Cytotoxic	 0.830059595
Cytotoxic	 0.562954607
Cytotoxic	 0.828362517
Cytotoxic	 0.601363349
Cytotoxic	-0.191849099
Cytotoxic	 1.242557790
Cytotoxic	-0.847598078
Cytotoxic	-0.824977777
Cytotoxic	-0.012069343
Cytotoxic	-0.489348329
Cytotoxic	-0.912647838
Cytotoxic	 1.714495086
Cytotoxic	-1.365679460
Cytotoxic	 1.163539645
Cytotoxic	-0.630361435
Cytotoxic	-1.456121412
Cytotoxic	 0.077318091
Cytotoxic	-1.560976531
Cytotoxic	 0.427737274
Cytotoxic	-0.177120197
Cytotoxic	-0.609923803
Cytotoxic	-1.069622409
Cytotoxic	-1.502526234
Cytotoxic	 2.198777504
Cytotoxic	-0.636248555
Cytotoxic	-1.498918124
Cytotoxic	-1.449265029
Cytotoxic	 1.069622409
Cytotoxic	 1.637059837
Cytotoxic	-0.541658583
Cytotoxic	-1.007876454
Cytotoxic	 0.108833678
Cytotoxic	-0.927323700
Cytotoxic	 3.119573773
Cytotoxic	-0.660019751
Cytotoxic	-0.765564985
Cytotoxic	-0.566949564
Cytotoxic	-1.803685505
Cytotoxic	 0.429059254
Cytotoxic	-0.920574685
Cytotoxic	-1.601729523
Cytotoxic	 0.489348329
Cytotoxic	-0.385819356
Cytotoxic	-0.705621880
Cytotoxic	-1.641637825
Cytotoxic	-1.576474624
Cytotoxic	-0.130713121
Cytotoxic	-0.006036133
Cytotoxic	-1.117600261
Cytotoxic	 0.480016023
Cytotoxic	-1.704251085
Cytotoxic	-0.344561908
Cytotoxic	 1.158950002
Cytotoxic	 0.743174258
Cytotoxic	-0.785063593
Cytotoxic	 0.411934719
Cytotoxic	 0.349686054
Cytotoxic	-2.485900815
Cytotoxic	-1.694181037
Cytotoxic	 0.578305244
Cytotoxic	-2.540802687
Cytotoxic	 0.007241494
Cytotoxic	-0.241263143
Cytotoxic	-0.675068546
Cytotoxic	-0.454314013
Cytotoxic	 0.848871930
Cytotoxic	-0.541658583
Cytotoxic	 0.365113762
Cytotoxic	 0.615737084
Cytotoxic	 1.365679460
Cytotoxic	-0.558480103
Cytotoxic	 1.080313178
Cytotoxic	-0.216490735
Cytotoxic	-0.825206364
Cytotoxic	 0.909009180
Cytotoxic	 0.174669157
Cytotoxic	 0.236297412
Cytotoxic	-0.578305244
Cytotoxic	-0.103978936
Cytotoxic	-0.824406530
Cytotoxic	-1.315764245
Cytotoxic	-1.757362238
Cytotoxic	 0.088217229
Cytotoxic	-0.385819356
Cytotoxic	 2.776623969
Cytotoxic	-0.968742306
Cytotoxic	 0.938461582
Cytotoxic	-1.694181037
Cytotoxic	 0.245601829
Cytotoxic	-1.019918026
Cytotoxic	-0.351147175
Cytotoxic	 0.365113762
Cytotoxic	-2.082543183
Cytotoxic	 1.149946720
Cytotoxic	 0.133147806
Cytotoxic	 1.117600261
Cytotoxic	 0.999928432
Cytotoxic	 1.664948691
Cytotoxic	-0.393625866
Cytotoxic	-1.445936171
Cytotoxic	 0.344561908
Cytotoxic	-0.118550896
Cytotoxic	-0.759129280
Cytotoxic	 1.108688854
Cytotoxic	 0.231337438
Cytotoxic	 0.675065492
Cytotoxic	-1.052768213
Cytotoxic	 1.506132219
Cytotoxic	 0.830116369
Cytotoxic	-0.101552481
Cytotoxic	 0.316534501
Cytotoxic	 0.425096271
Cytotoxic	 0.618654055
Cytotoxic	-0.898163927
Cytotoxic	 1.242557790
Cytotoxic	-0.094276607
Cytotoxic	 1.222091955
Cytotoxic	 0.308934076
Cytotoxic	 0.578305244
Cytotoxic	 0.898163927
Cytotoxic	-0.009664419
Cytotoxic	-0.672044332
Cytotoxic	 0.068889325
Cytotoxic	-0.150213306
Cytotoxic	-1.544276001
Cytotoxic	 0.804972214
Cytotoxic	-1.955814709
Cytotoxic	 0.283723698
Cytotoxic	 0.114997130
Cytotoxic	-0.880666861
Cytotoxic	-0.417190744
Cytotoxic	-1.009891287
Cytotoxic	-0.545854338
Cytotoxic	 1.122089068
Cytotoxic	 1.381079732
Cytotoxic	 1.509860005
Cytotoxic	-0.311465568
Cytotoxic	 1.158836461
Cytotoxic	-0.118550896
Cytotoxic	-0.282113848
Cytotoxic	 0.288751015
Cytotoxic	-0.909009180
Cytotoxic	-1.040319202
Cytotoxic	 2.437542072
Cytotoxic	-0.241266090
Cytotoxic	 2.148798103
Cytotoxic	-1.268887342
Cytotoxic	 2.042934668
Cytotoxic	 1.924732791
Cytotoxic	-0.314015003
Cytotoxic	 0.082160926
Cytotoxic	 0.467721224
Cytotoxic	-0.106405997
Cytotoxic	 1.285112040
Cytotoxic	-0.059244534
Cytotoxic	-0.798228231
Cytotoxic	 1.375160954
Cytotoxic	 0.336893480
Cytotoxic	-1.126600356
Cytotoxic	-0.890991472
Cytotoxic	-0.132023391
Cytotoxic	-1.362655301
Cytotoxic	-0.338171729
Cytotoxic	-0.789985505
Cytotoxic	-1.227302092
Cytotoxic	 0.836924853
Cytotoxic	 0.060381547
Cytotoxic	-0.775277834
Cytotoxic	-0.828362517
Cytotoxic	 1.222091955
Cytotoxic	 1.202120410
Cytotoxic	 0.424005002
Cytotoxic	-0.901767349
Cytotoxic	-0.919961263
Cytotoxic	-0.313999037
Cytotoxic	-0.387126903
Cytotoxic	-1.972084084
Cytotoxic	-0.555665763
Cytotoxic	 1.724920256
Cytotoxic	 0.261237924
Cytotoxic	 1.056990727
Cytotoxic	-0.550050093
Cytotoxic	 1.637059837
Cytotoxic	 0.009655391
Cytotoxic	-0.654042792
Cytotoxic	-2.006574956
Cytotoxic	-0.329242435
Cytotoxic	-1.432420509
Cytotoxic	 0.835160336
Cytotoxic	-0.273690173
Cytotoxic	 1.182612322
Cytotoxic	 0.494790280
Cytotoxic	-0.113690959
Cytotoxic	-0.225145536
Cytotoxic	-0.096701331
Cytotoxic	-1.365679460
Cytotoxic	 0.240022811
Cytotoxic	 1.324332658
Cytotoxic	-0.201809807
Cytotoxic	-0.041046181
Cytotoxic	-1.108688854
Cytotoxic	-0.523716036
Cytotoxic	 1.069622409
Cytotoxic	 2.082543183
Cytotoxic	-0.218961822
Cytotoxic	-1.552177111
Cytotoxic	 0.838573598
Cytotoxic	-0.733690580
Cytotoxic	 0.547248692
Cytotoxic	 1.909857339
Cytotoxic	-0.253703553
Cytotoxic	-1.279666743
Cytotoxic	 0.508459282
Cytotoxic	 0.459667072
Cytotoxic	-0.456988923
Cytotoxic	 0.972589368
Cytotoxic	 0.494790280
Cytotoxic	-0.501780640
Cytotoxic	 0.414561315
Cytotoxic	-1.207068693
Cytotoxic	-1.426405840
Cytotoxic	-0.648088860
Cytotoxic	-0.375446651
Cytotoxic	-1.463046199
Cytotoxic	-0.411934719
Cytotoxic	-0.791735014
Cytotoxic	 0.388439717
Cytotoxic	-0.818400914
Cytotoxic	 1.252986561
Cytotoxic	-0.538869807
Cytotoxic	-0.070057165
Cytotoxic	 0.142909638
Cytotoxic	-0.869740863
Cytotoxic	 0.006036864
Cytotoxic	 0.296305595
Cytotoxic	 1.220032820
Cytotoxic	-0.999928432
Cytotoxic	-1.940041973
Cytotoxic	 0.923636290
Cytotoxic	 0.798228231
Cytotoxic	-2.841894483
Cytotoxic	-0.696387620
Cytotoxic	-0.945951262
Cytotoxic	 0.512582574
Cytotoxic	 0.256196242
Cytotoxic	-1.061158030
Cytotoxic	-0.627425974
Cytotoxic	-0.519464400
Cytotoxic	 0.388418919
Cytotoxic	-0.157556831
Cytotoxic	 0.311465568
Cytotoxic	 0.530528187
Cytotoxic	-0.594420769
Cytotoxic	 0.690263975
Cytotoxic	-0.459667072
Cytotoxic	 2.540802687
Cytotoxic	-0.487032111
Cytotoxic	-0.307812077
Cytotoxic	-1.082463060
Cytotoxic	 2.024262972
Cytotoxic	 1.988886940
Cytotoxic	 0.271186084
Cytotoxic	-0.048294780
Cytotoxic	-1.268887342
Cytotoxic	-0.125846034
Cytotoxic	-1.597579413
Cytotoxic	 0.696387620
Cytotoxic	 0.607024805
Cytotoxic	-0.612827882
Cytotoxic	-0.099126618
Cytotoxic	 0.397715301
Cytotoxic	-0.206843863
Cytotoxic	 0.145333246
Cytotoxic	 1.095482772
Cytotoxic	 0.909104149
